NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,Label
Cash loans,M,Y,1,748.0,409500.0,27832.5,Working,Married,-8665,Invalid
Cash loans,F,N,1,202500.0,521280.0,35262.0,Working,Married,-10328,Valid
Cash loans,F,N,0,63000.0,269550.0,11547.0,Pensioner,Single / not married,-20680,Valid
abcd,F,Y,1,135000.0,547344.0,31549.5,Commercial associate,Married,-16988,Invalid
Cash loans,M,Y,2,112500.0,301464.0,22068.0,Working,Married,-15517,Valid
Cash loans,F,Y,1,175500.0,805536.0,34258.5,Pensioner,Married,-5467,Invalid
Revolving loans,X,N,0,157500.0,292500.0,14625.0,Working,Single / not married,-19791,Invalid
Cash loans,F,N,0,247500.0,25608.0,68485.5,Commercial associate,Married,-15815,Invalid
Cash loans,F,N,0,90000.0,490495.5,26131.5,Pensioner,Separated,-23238,Valid
Cash loans,F,Y,0,292500.0,1183963.5,34749.0,Commercial associate,Married,-19592,Valid
Cash loans,F,N,0,216000.0,343377.0,23076.0,Working,Single / not married,-9543,Valid
Cash loans,M,Y,0,112500.0,299772.0,19647.0,Commercial associate,Married,-12158,Valid
Cash loans,M,Y,0,81000.0,239850.0,25578.0,Pensioner,Single / not married,-24913,Valid
Cash loans,F,N,1,157500.0,5200730.0,15336.0,Working,Single / not married,-10359,Invalid
Cash loans,F,N,1,67500.0,454500.0,20151.0,Commercial associate,Civil marriage,-14421,Valid
Cash loans,F,Y,0,180000.0,906228.0,38524.5,Commercial associate,Married,-15155,Valid
Cash loans,X,Y,0,148500.0,808650.0,23773.5,Working,Married,-19685,Invalid
Cash loans,F,Y,0,247500.0,50940.0,5616.0,Working,Married,-10412,Valid
Cash loans,F,N,0,225000.0,450000.0,20979.0,Working,Civil marriage,-13417,Valid
abcd,M,N,0,315000.0,1125000.0,54121.5,Working,Married,-10831,Invalid
Cash loans,M,Y,0,175500.0,448299.0,23017.5,Working,Civil marriage,-18372,Valid
abcd,F,Y,0,148500.0,849415.5,37543.5,Working,Married,-19932,Invalid
Cash loans,M,N,0,202500.0,22409.0,36616.5,Commercial associate,Married,-11666,Invalid
Cash loans,M,Y,3,202500.0,659533.5,30690.0,State servant,Married,-14000,Valid
Cash loans,M,Y,1,315000.0,1520253.0,44581.5,Commercial associate,Married,-13881,Valid
Cash loans,M,N,0,4321.0,835380.0,35392.5,Commercial associate,Married,-16356,Invalid
Cash loans,F,Y,0,81000.0,1125000.0,44748.0,Working,Married,-17658,Valid
Cash loans,F,Y,0,225000.0,1125000.0,33025.5,Pensioner,Civil marriage,-23646,Valid
Cash loans,M,N,0,112500.0,202500.0,9846.0,Maternity leave,Separated,-13664,Invalid
Cash loans,M,N,1,90000.0,808650.0,31333.5,Working,Married,-19296,Valid
Cash loans,F,Y,2,90000.0,254700.0,20250.0,Commercial associate,Married,-9615,Valid
Cash loans,F,N,0,180000.0,509922.0,48546.0,Pensioner,Single / not married,-23593,Valid
Cash loans,M,Y,2,360000.0,1078200.0,31522.5,Maternity leave,Married,-11224,Invalid
Cash loans,F,Y,0,315000.0,751500.0,27121.5,Pensioner,Married,-6445,Invalid
abcd,M,Y,0,270000.0,1125000.0,47794.5,State servant,Single / not married,-11919,Invalid
Cash loans,F,Y,2,573.0,254799.0,17158.5,Working,Married,-10965,Invalid
Cash loans,F,Y,0,180000.0,1223010.0,48627.0,Commercial associate,Married,-20616,Valid
Cash loans,M,N,1,180000.0,113760.0,6660.0,Maternity leave,Married,-13048,Invalid
Cash loans,F,Y,0,45000.0,755190.0,29947.5,Commercial associate,Married,-18408,Valid
Cash loans,M,Y,0,112500.0,76410.0,7686.0,Maternity leave,Married,-14183,Invalid
Cash loans,X,Y,3,180000.0,700830.0,27283.5,Commercial associate,Married,-12087,Invalid
Cash loans,M,N,0,71506194.0,315000.0,33925.5,Working,Married,-12459,Invalid
Cash loans,F,Y,0,117000.0,432567.0,18454.5,Working,Widow,-23525,Valid
Cash loans,M,N,2,135000.0,1288350.0,37800.0,Working,Married,-12693,Valid
Revolving loans,F,Y,2,225000.0,405000.0,20250.0,Commercial associate,Married,-14067,Valid
Cash loans,F,N,1,90000.0,197820.0,15988.5,Commercial associate,Married,-10302,Valid
Cash loans,M,N,0,47250.0,862560.0,25218.0,Maternity leave,Married,-11182,Invalid
Cash loans,F,Y,0,202500.0,685386.0,38398.5,Commercial associate,Married,-19865,Valid
Cash loans,F,Y,0,90000.0,1350000.0,53671.5,Pensioner,Married,-6222,Invalid
Cash loans,M,Y,0,63361297.0,755190.0,36459.0,Pensioner,Married,-20342,Invalid
Cash loans,F,Y,0,108000.0,276408.0,14242.5,Working,Married,-17808,Valid
Cash loans,M,Y,0,270000.0,675000.0,21906.0,Working,Married,-17735,Valid
Cash loans,M,Y,0,67500.0,640080.0,29970.0,Maternity leave,Married,-12566,Invalid
Cash loans,M,N,1,135000.0,508495.5,24592.5,Maternity leave,Married,-11110,Invalid
Cash loans,X,N,2,112500.0,697500.0,20394.0,State servant,Civil marriage,-12747,Invalid
Cash loans,M,N,0,108000.0,254700.0,14620.5,Working,Married,-8604,Valid
Cash loans,F,N,1,270000.0,675000.0,19476.0,Working,Married,-9874,Valid
Cash loans,M,Y,0,157500.0,454500.0,16974.0,Commercial associate,Married,-17337,Valid
Cash loans,F,Y,0,270000.0,382500.0,27832.5,Pensioner,Civil marriage,-5383,Invalid
abcd,F,Y,0,99000.0,213934.5,23040.0,Commercial associate,Married,-10176,Invalid
Cash loans,M,N,2,202500.0,168102.0,17779.5,Pensioner,Married,-4877,Invalid
Cash loans,F,Y,0,54000.0,152820.0,15241.5,Working,Civil marriage,-15220,Valid
Cash loans,F,Y,0,202500.0,1288350.0,37800.0,Working,Married,-16851,Valid
Cash loans,F,Y,0,67500.0,808650.0,26217.0,Working,Married,-16974,Valid
Cash loans,M,Y,1,202500.0,698517.0,41724.0,Pensioner,Civil marriage,-6010,Invalid
Cash loans,M,Y,0,135000.0,479353.5,38002.5,Working,Separated,-12672,Valid
Cash loans,M,Y,0,99000.0,610335.0,20299.5,Maternity leave,Widow,-14249,Invalid
Cash loans,F,Y,0,90000.0,900000.0,26316.0,Pensioner,Married,-5360,Invalid
Revolving loans,M,Y,0,157500.0,180000.0,9000.0,Maternity leave,Single / not married,-14342,Invalid
Cash loans,F,Y,0,90000.0,414792.0,22630.5,Working,Widow,-11734,Valid
abcd,F,Y,0,337500.0,1354500.0,42660.0,Working,Married,-11593,Invalid
Revolving loans,F,Y,0,112500.0,270000.0,13500.0,Working,Married,-13739,Valid
Cash loans,M,Y,0,87750.0,314100.0,11767.5,Commercial associate,Single / not married,-20092,Valid
Cash loans,F,N,0,171000.0,1078200.0,38331.0,Working,Separated,-11005,Valid
Cash loans,F,Y,1,225000.0,185877.0,9490.5,Working,Single / not married,-15717,Valid
Cash loans,M,Y,0,112500.0,21300.0,26239.5,Working,Married,-14585,Invalid
Cash loans,M,N,0,135000.0,584766.0,21798.0,Working,Married,-12113,Valid
Cash loans,M,Y,0,135000.0,76500.0,8244.0,Commercial associate,Civil marriage,-15177,Valid
Cash loans,F,Y,0,81000.0,286704.0,12276.0,Commercial associate,Married,-17926,Valid
Cash loans,F,Y,2,202500.0,518562.0,20421.0,Pensioner,Widow,-22927,Valid
Cash loans,X,Y,0,337500.0,1007761.5,40095.0,Pensioner,Civil marriage,-20694,Invalid
Cash loans,F,Y,1,54000.0,675000.0,21906.0,Working,Separated,-8931,Valid
Revolving loans,F,N,0,79212178.0,135000.0,6750.0,Pensioner,Single / not married,-22335,Invalid
Cash loans,F,Y,1,90000.0,213948.0,13927.5,Working,Single / not married,-13963,Valid
Cash loans,F,Y,1,90000.0,337923.0,16564.5,Working,Widow,-15755,Valid
Cash loans,X,Y,1,90000.0,835380.0,40320.0,State servant,Married,-14830,Invalid
Cash loans,X,Y,1,180000.0,497520.0,59175.0,State servant,Married,-16534,Invalid
Cash loans,M,Y,0,135000.0,819432.0,26563.5,Working,Married,-21337,Valid
Cash loans,M,N,0,126000.0,1078200.0,31522.5,Maternity leave,Married,-11961,Invalid
Cash loans,F,Y,0,78750.0,521280.0,23089.5,Pensioner,Married,-6172,Invalid
Cash loans,M,N,0,292500.0,298512.0,19948.5,Working,Separated,-9730,Valid
Cash loans,M,N,2,180000.0,193500.0,10129.5,State servant,Married,-11341,Valid
Cash loans,F,N,0,108000.0,382500.0,25560.0,Pensioner,Married,-21817,Valid
abcd,F,N,0,56700.0,254700.0,13068.0,Pensioner,Married,-23921,Invalid
Cash loans,M,N,0,247500.0,545040.0,26640.0,Working,Single / not married,-17757,Valid
Cash loans,M,N,1,76339796.0,500566.5,36765.0,Working,Married,-19128,Invalid
Cash loans,M,N,0,94500.0,355536.0,18742.5,Pensioner,Single / not married,-5548,Invalid
Cash loans,M,N,0,104850.0,1350000.0,41062.5,Working,Civil marriage,-11144,Valid
Cash loans,X,Y,0,157500.0,808650.0,26217.0,Working,Married,-15065,Invalid
Cash loans,F,Y,2,171000.0,454500.0,21996.0,Pensioner,Civil marriage,-4742,Invalid
Cash loans,F,Y,0,112500.0,562500.0,18274.5,Commercial associate,Separated,-19654,Valid
Cash loans,F,N,0,180000.0,521280.0,25209.0,Working,Married,-13775,Valid
Cash loans,M,N,2,270000.0,755190.0,38686.5,Working,Married,-13799,Valid
abcd,F,Y,0,90000.0,305955.0,21424.5,Pensioner,Single / not married,-22044,Invalid
Cash loans,M,Y,0,135000.0,481855.5,45882.0,Maternity leave,Married,-13997,Invalid
Cash loans,M,Y,0,360000.0,622413.0,26500.5,Maternity leave,Married,-14155,Invalid
Cash loans,X,N,0,193500.0,545040.0,39627.0,Commercial associate,Married,-19476,Invalid
Cash loans,M,Y,0,360000.0,886176.0,49612.5,Working,Married,-16930,Valid
Cash loans,F,Y,0,77406522.0,390960.0,16695.0,Pensioner,Married,-21647,Invalid
Cash loans,M,N,0,180000.0,454500.0,17739.0,Commercial associate,Married,-11579,Valid
Cash loans,M,Y,2,135000.0,5265559.0,38331.0,Commercial associate,Married,-10751,Invalid
Cash loans,M,Y,0,75150.0,814041.0,23800.5,Maternity leave,Married,-11805,Invalid
Cash loans,M,Y,0,112500.0,755190.0,36459.0,Pensioner,Married,-4380,Invalid
Cash loans,M,N,1,414000.0,2517300.0,66532.5,Maternity leave,Married,-13551,Invalid
Cash loans,F,Y,2,67500.0,254700.0,20250.0,Working,Married,-15617,Valid
Cash loans,M,N,0,157500.0,450000.0,16677.0,Working,Married,-9146,Valid
Cash loans,X,N,0,157500.0,1288350.0,34114.5,Commercial associate,Married,-17408,Invalid
Cash loans,F,N,0,90000.0,414000.0,15606.0,Pensioner,Widow,-20727,Valid
Cash loans,M,N,1,180000.0,810000.0,34317.0,Pensioner,Married,-5901,Invalid
Cash loans,F,Y,0,67500.0,286704.0,13792.5,Pensioner,Married,-21420,Valid
Cash loans,F,Y,0,94500.0,239850.0,23850.0,Working,Separated,-19595,Valid
Cash loans,M,Y,0,135000.0,545040.0,20677.5,Maternity leave,Married,-14181,Invalid
Cash loans,M,N,0,180000.0,5252583.0,30528.0,Working,Single / not married,-14816,Invalid
Cash loans,M,Y,0,90000.0,254700.0,28935.0,Pensioner,Married,-4840,Invalid
abcd,F,N,1,157500.0,1546020.0,45202.5,Working,Separated,-10499,Invalid
Cash loans,F,Y,0,4570.0,2013840.0,74763.0,Pensioner,Married,-17489,Invalid
Cash loans,F,Y,0,126000.0,787131.0,26145.0,Working,Married,-20062,Valid
Cash loans,F,Y,0,67500.0,178290.0,12042.0,Pensioner,Married,-5495,Invalid
Revolving loans,X,Y,0,121500.0,900000.0,45000.0,Working,Married,-17207,Invalid
Cash loans,F,N,0,153000.0,1113840.0,47322.0,Working,Civil marriage,-16575,Valid
Cash loans,M,Y,0,99000.0,868797.0,36940.5,Maternity leave,Married,-11649,Invalid
Cash loans,M,Y,0,135000.0,254700.0,25321.5,Pensioner,Civil marriage,-24262,Valid
Cash loans,F,Y,0,94500.0,900000.0,29875.5,Working,Married,-15097,Valid
Cash loans,X,N,0,112500.0,253737.0,17086.5,Working,Civil marriage,-13751,Invalid
Cash loans,F,N,0,60683371.0,1125000.0,32895.0,Commercial associate,Civil marriage,-13968,Invalid
Cash loans,F,Y,0,36000.0,71955.0,7245.0,Pensioner,Widow,-21852,Valid
Cash loans,F,Y,0,58500.0,239850.0,23494.5,Working,Civil marriage,-15503,Valid
Cash loans,M,Y,0,225000.0,1078200.0,38200.5,Working,Married,-20998,Valid
Cash loans,F,N,1,121500.0,5243057.0,16695.0,State servant,Married,-9502,Invalid
Cash loans,M,Y,2,721.0,508500.0,33979.5,Working,Separated,-9463,Invalid
Cash loans,F,N,0,202500.0,5198355.0,17599.5,State servant,Single / not married,-11490,Invalid
abcd,F,N,0,90000.0,314100.0,12091.5,Working,Married,-17893,Invalid
Cash loans,F,N,0,202500.0,1293502.5,41724.0,Working,Married,-17851,Valid
Cash loans,M,N,0,103500.0,288000.0,10984.5,Commercial associate,Married,-20352,Valid
Cash loans,F,Y,1,112500.0,1078200.0,34911.0,Working,Married,-10063,Valid
Cash loans,F,N,0,225000.0,478498.5,51534.0,Working,Married,-15923,Valid
Cash loans,M,N,0,64408578.0,76500.0,4518.0,Pensioner,Married,-16085,Invalid
Cash loans,F,N,0,315000.0,601470.0,30838.5,Working,Civil marriage,-18909,Valid
Cash loans,M,N,0,90000.0,225000.0,11488.5,Maternity leave,Single / not married,-11325,Invalid
Cash loans,F,N,0,225000.0,760225.5,32206.5,Pensioner,Married,-20534,Valid
Cash loans,F,N,0,112500.0,417024.0,22752.0,Commercial associate,Married,-11436,Valid
Cash loans,F,N,0,202500.0,678996.0,34668.0,Working,Single / not married,-11841,Valid
Revolving loans,F,Y,0,157500.0,450000.0,22500.0,Working,Married,-18738,Valid
Cash loans,F,N,0,2292.0,263686.5,15268.5,Commercial associate,Widow,-19949,Invalid
Cash loans,M,Y,0,337500.0,458460.0,30636.0,Commercial associate,Civil marriage,-12136,Valid
Cash loans,F,Y,0,121500.0,450000.0,43969.5,Working,Married,-16751,Valid
Revolving loans,M,Y,0,157500.0,135000.0,6750.0,Maternity leave,Married,-11459,Invalid
Cash loans,M,Y,0,126000.0,1024290.0,29947.5,Maternity leave,Married,-13368,Invalid
Cash loans,X,Y,0,67500.0,497520.0,28692.0,State servant,Married,-18382,Invalid
Cash loans,F,N,0,90000.0,452385.0,26100.0,Working,Single / not married,-17238,Valid
Cash loans,M,Y,1,81417856.0,765000.0,28480.5,Working,Married,-13988,Invalid
Cash loans,M,Y,1,1081.0,526491.0,19039.5,Commercial associate,Married,-14471,Invalid
Cash loans,F,Y,1,76500.0,371862.0,24979.5,Commercial associate,Married,-10372,Valid
Cash loans,M,Y,2,180000.0,961146.0,28233.0,Working,Separated,-13972,Valid
Cash loans,F,N,1,90000.0,5141327.0,25015.5,Working,Single / not married,-10171,Invalid
Cash loans,F,Y,0,3995.0,1174090.5,46692.0,Working,Married,-17858,Invalid
Cash loans,M,Y,0,202500.0,1438258.5,61069.5,Pensioner,Married,-18231,Valid
abcd,M,Y,0,157500.0,760225.5,30280.5,Commercial associate,Civil marriage,-8744,Invalid
Cash loans,M,Y,1,337500.0,142200.0,5359.5,Commercial associate,Married,-10829,Valid
Revolving loans,F,Y,0,112500.0,5154903.0,16875.0,Working,Widow,-17843,Invalid
Cash loans,M,Y,0,157500.0,5298211.0,13176.0,Working,Married,-15291,Invalid
Cash loans,M,Y,2,180000.0,679500.0,26572.5,Working,Married,-12235,Valid
abcd,F,N,1,85500.0,862560.0,25348.5,Working,Married,-11809,Invalid
Cash loans,M,Y,1,54000.0,214146.0,14310.0,Working,Married,-8554,Valid
Cash loans,M,Y,0,315000.0,819792.0,44604.0,Commercial associate,Married,-18541,Valid
Cash loans,F,Y,0,315000.0,610335.0,22050.0,Commercial associate,Civil marriage,-15350,Valid
abcd,M,Y,0,180000.0,562491.0,27189.0,Working,Married,-18840,Invalid
Cash loans,X,N,0,175500.0,355500.0,9774.0,Commercial associate,Married,-13566,Invalid
Cash loans,M,Y,0,112500.0,23168.0,24115.5,Commercial associate,Married,-20122,Invalid
Cash loans,F,Y,1,225000.0,5127026.0,37179.0,Working,Married,-14324,Invalid
Cash loans,M,Y,0,153000.0,239850.0,28593.0,Maternity leave,Married,-13358,Invalid
Cash loans,F,Y,1,112500.0,273636.0,15835.5,Working,Married,-15375,Valid
Cash loans,M,Y,0,94500.0,91692.0,7371.0,Pensioner,Separated,-23140,Valid
Revolving loans,M,Y,0,1162.0,495000.0,24750.0,Commercial associate,Separated,-13748,Invalid
Cash loans,F,Y,1,225000.0,135000.0,14454.0,State servant,Married,-12765,Valid
Cash loans,F,Y,0,180000.0,679441.5,27076.5,Pensioner,Widow,-21492,Valid
Cash loans,M,Y,2,180000.0,545040.0,25537.5,Working,Married,-14437,Valid
Cash loans,M,Y,2,4370.0,450000.0,30573.0,Working,Married,-14882,Invalid
Cash loans,F,N,0,112500.0,5124576.0,17905.5,Working,Married,-15458,Invalid
Cash loans,F,N,0,225000.0,675000.0,22437.0,Working,Separated,-17360,Valid
Cash loans,F,Y,0,76500.0,454500.0,19386.0,Pensioner,Married,-5477,Invalid
Cash loans,F,N,0,135000.0,417024.0,25200.0,Commercial associate,Civil marriage,-10012,Valid
Cash loans,M,Y,0,135000.0,1327500.0,36634.5,Maternity leave,Married,-13414,Invalid
Cash loans,F,N,0,54000.0,101880.0,10566.0,State servant,Married,-19227,Valid
Cash loans,M,Y,2,77834324.0,1042560.0,58347.0,Working,Married,-16805,Invalid
Cash loans,F,N,1,112500.0,900000.0,26316.0,Pensioner,Married,-5309,Invalid
Revolving loans,M,Y,0,180000.0,450000.0,22500.0,Maternity leave,Civil marriage,-11925,Invalid
Cash loans,M,Y,0,81000.0,625536.0,25245.0,Working,Married,-20288,Valid
abcd,F,Y,0,202500.0,1546020.0,45333.0,Pensioner,Married,-22440,Invalid
Cash loans,M,N,0,135000.0,485640.0,31401.0,Maternity leave,Single / not married,-13987,Invalid
abcd,M,N,0,166500.0,277969.5,22090.5,Working,Single / not married,-12038,Invalid
Cash loans,F,N,0,202500.0,755190.0,32125.5,Working,Civil marriage,-10941,Valid
Revolving loans,M,Y,0,90000.0,135000.0,6750.0,Maternity leave,Widow,-11031,Invalid
Cash loans,F,N,0,112500.0,328500.0,17136.0,Working,Married,-12383,Valid
Revolving loans,F,N,0,211500.0,180000.0,9000.0,Pensioner,Married,-5526,Invalid
Cash loans,F,Y,0,135000.0,495000.0,30411.0,Working,Married,-19996,Valid
Cash loans,M,Y,0,135000.0,225000.0,10822.5,Maternity leave,Married,-10955,Invalid
Cash loans,F,Y,0,76500.0,234324.0,24138.0,Pensioner,Married,-23211,Valid
Cash loans,F,Y,0,90000.0,540000.0,25978.5,Pensioner,Married,-6383,Invalid
Revolving loans,F,Y,0,67500.0,202500.0,10125.0,Pensioner,Married,-22552,Valid
Cash loans,M,Y,0,225000.0,472500.0,20146.5,Maternity leave,Married,-12414,Invalid
Cash loans,X,N,0,315000.0,450000.0,27193.5,Working,Married,-15267,Invalid
Cash loans,F,Y,0,202500.0,21107.0,22050.0,Pensioner,Married,-24820,Invalid
Cash loans,F,Y,0,211500.0,1574532.0,62572.5,Commercial associate,Married,-15101,Valid
Revolving loans,M,Y,0,1613.0,180000.0,9000.0,Working,Married,-11661,Invalid
Cash loans,F,Y,0,270000.0,450000.0,23692.5,Pensioner,Married,-4175,Invalid
Cash loans,M,N,0,135000.0,1014790.5,54198.0,Working,Single / not married,-8854,Valid
Cash loans,M,Y,1,405000.0,1247472.0,49603.5,Working,Married,-17179,Valid
Cash loans,F,N,0,148500.0,675000.0,21906.0,Working,Married,-21505,Valid
Cash loans,X,Y,1,202500.0,641529.0,20826.0,Commercial associate,Separated,-14832,Invalid
Cash loans,F,N,0,292500.0,755190.0,33394.5,Pensioner,Separated,-20429,Valid
Cash loans,F,Y,2,112500.0,101880.0,11101.5,Working,Married,-13708,Valid
Cash loans,F,N,2,135000.0,1288350.0,41692.5,Working,Married,-14662,Valid
Cash loans,X,Y,0,180000.0,2196000.0,58059.0,Pensioner,Married,-18946,Invalid
Cash loans,M,Y,0,867.0,142632.0,14022.0,Working,Married,-20793,Invalid
Cash loans,F,N,0,180000.0,1102171.5,43839.0,Commercial associate,Married,-17903,Valid
Cash loans,F,Y,0,292500.0,900000.0,26446.5,Commercial associate,Separated,-13281,Valid
Cash loans,F,Y,0,114750.0,1078200.0,31653.0,State servant,Married,-14492,Valid
Cash loans,X,N,1,175500.0,675000.0,32472.0,Working,Married,-10661,Invalid
Cash loans,X,Y,0,189000.0,1129500.0,31189.5,Commercial associate,Married,-18185,Invalid
Cash loans,F,N,0,117000.0,348264.0,35815.5,Working,Married,-19900,Valid
Cash loans,M,N,0,135000.0,942300.0,30528.0,Maternity leave,Married,-14135,Invalid
Cash loans,M,Y,0,202500.0,490495.5,27517.5,Maternity leave,Single / not married,-14548,Invalid
Revolving loans,M,Y,0,67500.0,135000.0,6750.0,Maternity leave,Married,-11403,Invalid
Cash loans,X,Y,2,263700.0,573628.5,26712.0,Commercial associate,Married,-13825,Invalid
Cash loans,F,N,0,69369964.0,1133748.0,33277.5,Pensioner,Separated,-21736,Invalid
Cash loans,F,Y,0,270000.0,1406362.5,44919.0,Pensioner,Married,-20497,Valid
Cash loans,F,Y,0,90000.0,457834.5,17388.0,Pensioner,Married,-6325,Invalid
Cash loans,M,Y,0,225000.0,518562.0,25078.5,Pensioner,Married,-4615,Invalid
Cash loans,X,N,1,225000.0,1042560.0,61087.5,Working,Separated,-11062,Invalid
Revolving loans,F,Y,2,225000.0,337500.0,16875.0,Working,Separated,-15558,Valid
Revolving loans,F,Y,0,78895494.0,270000.0,13500.0,Working,Single / not married,-19270,Invalid
abcd,M,Y,1,180000.0,521280.0,31630.5,Working,Married,-19359,Invalid
Cash loans,F,Y,0,72000.0,242595.0,10278.0,Pensioner,Widow,-23419,Valid
Cash loans,F,Y,0,180000.0,967500.0,41121.0,Working,Single / not married,-19976,Valid
Cash loans,F,Y,1,90000.0,1293502.5,35698.5,State servant,Married,-17212,Valid
Cash loans,F,Y,0,126000.0,284400.0,16011.0,Pensioner,Married,-24404,Valid
Cash loans,M,Y,3,157500.0,536917.5,29124.0,Working,Married,-12133,Valid
Cash loans,M,Y,0,112500.0,540000.0,17419.5,Maternity leave,Widow,-14060,Invalid
Cash loans,X,Y,0,112500.0,948582.0,27864.0,Working,Civil marriage,-15308,Invalid
abcd,F,Y,1,99000.0,225000.0,17905.5,Working,Married,-9312,Invalid
Cash loans,F,N,0,56250.0,469152.0,23953.5,Pensioner,Married,-23000,Valid
Cash loans,F,Y,0,90000.0,526491.0,17527.5,Pensioner,Single / not married,-22902,Valid
Revolving loans,F,Y,0,135000.0,247500.0,12375.0,Pensioner,Single / not married,-23431,Valid
Cash loans,M,Y,0,225000.0,1078200.0,31653.0,Commercial associate,Married,-10793,Valid
Cash loans,F,N,1,157500.0,521280.0,27423.0,Working,Married,-10880,Valid
